frame_id,person_id,cosine_similarity,euclidean_distance
0,0,0.9277958645295367,0.3800108826611768
1,0,0.9292408139872814,0.3761892768613124
2,0,0.9289098554204931,0.3770680166216883
3,0,0.9238445843208484,0.3902702030110716
3,1,0.8298519526887568,0.5833490332746656
4,0,0.9271756058516611,0.3816396052517056
5,0,0.9206791356393098,0.3982985422034341
6,0,0.9148521133879998,0.41266908440541145
7,0,0.9150548078950577,0.41217761245594703
8,0,0.9156405391268414,0.41075408914132244
9,0,0.9183518905389474,0.4040992686483178
10,0,0.9174740407761633,0.4062658223967084
11,0,0.9150510430329098,0.41218674643197895
12,0,0.9195442752972687,0.40113769382278563
13,0,0.922159983869178,0.39456309034379305
14,0,0.8681037550183275,0.5136073305194789
15,0,0.8049569390246177,0.6245687487785191
16,0,0.8422347131572373,0.561721081752791
16,1,0.7057324284959745,0.7671604415036342
17,0,0.827756757995952,0.5869297095974068
18,0,0.8969929618544858,0.4538877353388487
19,0,0.9158149245745514,0.4103293199990674
19,1,0.43702073207326525,1.0611119337060864
20,0,0.8323925145488209,0.5789775219318611
21,0,0.8590956713117273,0.5308565318205526
22,0,0.8433415693350482,0.5597471405285639
23,0,0.8614181804929144,0.5264633311201943
23,1,0.6407607681846641,0.8476310893488227
24,0,0.8962367917397198,0.45555067393272614
25,0,0.932388266264628,0.36772743638562577
26,0,0.9151368276725586,0.4119785730531181
26,1,0.6473688755834236,0.8397989335746701
27,0,0.8871288397405425,0.47512347923346754
28,0,0.8685977840978643,0.5126445472296296
29,0,0.8663690381523544,0.5169738133554649
29,1,0.657363710465309,0.8278119225218868
30,0,0.9495674755939875,0.3175925830557533
30,1,0.5626051112416718,0.9353019712994602
31,0,0.9406140664542065,0.34463294545296597
32,0,0.8919396705178894,0.4648877917995068
32,1,0.7517221008190026,0.7046671543090358
33,0,0.8537080793973415,0.5409101969877412
34,0,0.8553605909137476,0.5378464633819813
35,0,0.7650595429451371,0.6854786022260108
36,0,0.7146406389014952,0.7554592789800187
36,1,0.5777048508369677,0.9190159401914989
37,0,0.721040683636073,0.7469395107556259
37,1,0.25195083352623543,1.2231509853438083
38,0,0.7163469492324557,0.7531972527400035
38,1,0.5694451929574313,0.9279599205165802
39,0,0.713502862620875,0.7569638530063706
39,1,0.5300495362709506,0.9694848773746286
40,0,0.6895058250835606,0.7880281402544448
40,1,0.5348643530035413,0.9645057252255776
41,0,0.7423944584410698,0.7177820582306726
41,1,0.40119134766185743,1.0943570279740908
42,0,0.7458716028920166,0.7129213099746474
42,1,0.5127441817279578,0.9871735594838854
43,0,0.7145816926265247,0.7555373020221773
43,1,0.5459230841948407,0.9529710549698343
44,0,0.7659544719411319,0.684171803071229
44,1,0.49482699411152115,1.0051596946639663
45,0,0.8232938546127638,0.594484895329118
45,1,0.8039214757439641,0.6262244394081662
46,0,0.7954088646307731,0.639673565764956
46,1,0.45845528399534413,1.0407158267314436
47,0,0.8051804465160692,0.6242107872889265
48,0,0.8208947718830122,0.5985068556282174
49,0,0.8285853803154135,0.5855162161453544
50,0,0.8484064641816812,0.5506242563097248
51,0,0.8684497480263843,0.5129332353700934
51,1,0.8438983024280274,0.5587516399474325
52,0,0.883456131570261,0.4827916081079686
52,1,0.5942217134357657,0.9008643477951985
53,0,0.884973746643492,0.479637891239856
54,0,0.8942696191139442,0.45984862919455527
54,1,0.6527460216570536,0.8333714398069406
55,0,0.8955691541120682,0.4570138857582598
56,0,0.7082529326805526,0.7638678777373052
56,1,0.6077224056904477,0.8857512001793194
57,0,0.9002235700049471,0.44671339804186083
57,1,0.5996507201144801,0.8948176125731095
58,0,0.9004699304976892,0.44616156154987374
59,0,0.9011983726455779,0.4445258763096302
60,0,0.7671995124403143,0.6823495989002791
61,0,0.7585425552288269,0.6949207793283679
62,0,0.7726252129705246,0.674351224555091
63,0,0.8883954040562609,0.4724502004311966
64,0,0.770645570574407,0.6772804875760012
65,0,0.7688179990108495,0.6799735303512199
66,0,0.9177531598550857,0.4055782048999046
67,0,0.9201167616914785,0.39970798918340766
68,0,0.9257118583405717,0.3854559421242029
69,0,0.9242208693889067,0.3893048435637379
70,0,0.9126241069253548,0.41803323569937684
71,0,0.8871781963186418,0.4750195862937833
71,1,0.7211199396895656,0.7468333954911691
72,0,0.8947750331551572,0.45874822472646765
73,0,0.8952510094652616,0.45770949418760914
74,0,0.8791592825576083,0.4916110605801946
75,0,0.9014505801796369,0.44395815077631595
76,0,0.9022780102633073,0.4420904652595272
77,0,0.8945881889855827,0.4591553354027749
78,0,0.8937552418220583,0.4609658516158042
79,0,0.8979123000937576,0.4518577207622831
80,0,0.9008122573138724,0.4453936296942913
81,0,0.885215874054887,0.4791328123706683
82,0,0.8950135301663958,0.45822804330072237
83,0,0.8891590608175505,0.47083105076545145
83,1,0.5426145870684326,0.9564365247433488
83,2,0.051930095162174165,1.377003925076342
84,0,0.892977668346601,0.46264961180876196
84,1,0.2966948382721375,1.1860060385410036
85,0,0.8614005519586502,0.5264968148837178
85,1,0.40189546939663345,1.093713427368766
85,2,0.12781269581070692,1.320747745929777
86,0,0.8957564480007163,0.4566038808404586
87,0,0.8912028226499785,0.4664701005424065
88,0,0.8599013579393576,0.5293366453602893
89,0,0.8560865836204004,0.5364949512895714
90,0,0.8665305075973274,0.5166613831179424
91,0,0.8591758901165159,0.5307053982832362
92,0,0.8819374134652335,0.48592712732418336
93,0,0.907907497590122,0.4291678049664909
94,0,0.9016459064986678,0.44351796694459267
95,0,0.9023192398823862,0.44199719482732847
96,0,0.8996305436255863,0.4480389634270968
97,0,0.9101117720036678,0.42400053772685825
98,0,0.9109378232065958,0.42204780959840144
99,0,0.9113919470156638,0.4209704336039198
100,0,0.9169393713880444,0.40757975566005666
101,0,0.931147742471934,0.37108558993328256
102,0,0.9248062440300658,0.3877982876958956
102,1,0.741170960907631,0.7194845920412323
103,0,0.928850414907211,0.3772256223874219
103,1,0.6406131099932075,0.8478052724615394
104,0,0.924572723721726,0.3883999904178018
105,0,0.9249117593384485,0.3875261040537828
106,0,0.9236383753289089,0.3907982207510452
107,0,0.9229241919176746,0.3926214667649377
108,0,0.9214720313704508,0.39630283529025967
109,0,0.9199411502348142,0.400147097365921
110,0,0.9250433525356231,0.3871863826747451
111,0,0.9235641798427187,0.3909880309095957
112,0,0.9263166166000567,0.3838837933540395
112,1,0.5688488169638392,0.9286023724244526
113,0,0.9277538603977918,0.3801214006135624
114,0,0.9287795130803796,0.37741353160590413
114,1,0.4470712198969768,1.051597622765498
115,0,0.9284494835457983,0.37828697163450326
116,0,0.9345720233037856,0.3617401738712866
116,1,0.7820987126431379,0.6601534478541518
117,0,0.9347749916202114,0.36117864936839417
118,0,0.948375257815537,0.3213245779098236
119,0,0.9344804294156988,0.3619932888447004
119,1,0.4453266011743117,1.0532553335499308
120,0,0.9289383634131251,0.3769924046632104
121,0,0.9340454349583253,0.3631929653549879
122,0,0.9487101542644619,0.32028064485865554
123,0,0.9581389252692706,0.2893478001669604
123,1,0.4804603471704325,1.0193523952290175
124,0,0.9594574333979722,0.2847545139309572
125,0,0.5727903860455575,0.9243480015172234
126,0,0.5470893314887469,0.9517464667770017
127,0,0.5431452975693994,0.9558814805514338
128,0,0.7154723418422141,0.75435755203721
129,0,0.9735064184662209,0.23018940694036774
130,0,0.9733719542082281,0.2307728137878119
131,0,0.9693243844792307,0.2476918065692501
132,0,0.963850067422142,0.2688863424492145
133,0,0.9616023149836836,0.2771197756072875
134,0,0.9673257133426623,0.2556336701506193
134,1,0.3381435053964487,1.1505272657382366
135,0,0.9495955906990529,0.3175040450165867
135,1,0.33988353996615533,1.1490138902849214
136,0,0.948509883143919,0.3209053345025011
137,0,0.9427675826835727,0.3383265207353017
138,0,0.933404501545684,0.3649534174502719
138,1,0.46772981824059084,1.0317656533917083
139,0,0.9339011002506711,0.3635901531926546
140,0,0.9406002557684014,0.34467301673208683
141,0,0.9465333597508353,0.327006545038979
142,0,0.9467785357505996,0.3262559248485787
143,0,0.947546594126413,0.3238932104061062
144,0,0.9498846687295138,0.3165922654471711
145,0,0.9453194984536037,0.33069775187139194
145,1,0.6481818054666828,0.8388303696616107
146,0,0.9334367569648838,0.3648650244545681
147,0,0.9259932441850568,0.3847252417373814
148,0,0.9085183461084573,0.42774210429075793
149,0,0.8869096596943732,0.47558456725513515
150,0,0.866530875941346,0.516660670186253
151,0,0.8591473511000268,0.5307591711877869
152,0,0.8463319776177934,0.5543789721520948
153,0,0.8463962572899654,0.5542630110516754
154,0,0.887515569930779,0.4743088235932812
155,0,0.9060902052249903,0.4333815750006223
156,0,0.9314764411419102,0.3701987543417451
157,0,0.9296421205909883,0.3751209922385359
158,0,0.9414307810056333,0.34225493128475687
159,0,0.9371991955807157,0.3544031727264427
160,0,0.948598707931598,0.32062842066292935
160,1,0.6235610006388745,0.8676854261322193
161,0,0.9317869267260618,0.3693591024299749
161,1,0.6510966139980704,0.8353482938295015
162,0,0.9413619705708939,0.3424559225042143
163,0,0.93870975913876,0.35011495501117945
164,0,0.9450719842154556,0.33144536739723685
165,0,0.9319127132588287,0.36901839179415286
166,0,0.9275097722692363,0.3807629911920639
167,0,0.9207966003201613,0.39800351676797724
168,0,0.9071612059724566,0.4309032235375903
169,0,0.9071095540087913,0.43102307592798
170,0,0.9127767806284183,0.4176678569667098
171,0,0.9105790466530483,0.42289704029929515
172,0,0.9066400391518149,0.4321110062198951
173,0,0.8950210534736835,0.4582116247462882
173,1,0.5299118363654468,0.9696269010650984
174,0,0.8876372204937049,0.47405227455692117
175,0,0.8817620870311241,0.4862878015514598
176,0,0.8880966552510691,0.4730821170767946
177,0,0.8809283058375363,0.48799937328333487
178,0,0.8741442805841658,0.5017085197917897
179,0,0.8647737922043911,0.5200503971647537
180,0,0.8503730159169214,0.5470411028123544
181,0,0.8285555596919099,0.5855671444131583
182,0,0.820756303726081,0.5987381669376343
183,0,0.8078192224350258,0.6199689952973042
184,0,0.8598233931897004,0.5294839125229391
185,0,0.8373048714441184,0.5704298879895436
186,0,0.8243039565828326,0.5927833388636483
187,0,0.8226596775477083,0.5955507072488317
188,0,0.8373406618979422,0.5703671415887452
189,0,0.8071240183984313,0.6210893359277208
190,0,0.7951784213845473,0.6400337156985603
191,0,0.7971585921387055,0.636932347838127
192,0,0.7754525013831763,0.670145504523941
193,0,0.7630446754855572,0.6884116857149403
193,1,0.6444136606302668,0.8433105470344041
194,0,0.7662335694230844,0.6837637465922213
194,1,0.764478036273764,0.6863264000841526
195,0,0.7558694992811096,0.698756754126771
195,1,0.8198688043201852,0.6002186196375698
196,0,0.733675276996229,0.7298283674998817
196,1,0.8479773211097154,0.5514030810401497
197,0,0.7440050117478454,0.7155347486351097
197,1,0.7720080369241038,0.6752658188830475
198,0,0.7345059801416179,0.7286892614254479
198,1,0.8660955857768449,0.5175024912464774
199,0,0.7334001952328654,0.7302051831740647
199,1,0.8383146067772304,0.5686570024588983
200,0,0.7321201261381312,0.7319561105173847
200,1,0.8298435506113665,0.5833634362704496
201,0,0.7371724007975926,0.725020826186955
201,1,0.7679716753881318,0.6812170353299573
202,0,0.7325651705470972,0.7313478371512458
202,1,0.7271844420927441,0.738668474902315
203,0,0.7352747123014706,0.7276335447167477
203,1,0.6627961910401268,0.8212232448730042
204,0,0.7223907188210275,0.7451298962985885
205,0,0.7168676848936554,0.7525055682270325
206,0,0.7141246140382774,0.7561420315810023
207,0,0.7102128567945895,0.7612977646169872
208,0,0.7109293532410816,0.7603560307631134
209,0,0.6913809777059025,0.7856449863571937
210,0,0.7144401586259499,0.7557246077428608
211,0,0.7376805435873015,0.7243196206271079
212,0,0.7206311767231647,0.7474875561196127
213,0,0.731593845945707,0.732674762844051
214,0,0.7274812870633286,0.7382665005764132
215,0,0.7274571299087484,0.738299221306987
216,0,0.7292513871996583,0.7358649506537754
217,0,0.7282554384041309,0.7372171479230107
218,0,0.7248261093636026,0.7418542857413409
219,0,0.7308267567896317,0.7337209867659072
220,0,0.7265840654046793,0.7394808105628172
221,0,0.7388754479459567,0.7226680455839228
222,0,0.7515276194677365,0.7049430906566337
223,0,0.7464065190337903,0.7121705988963736
224,0,0.7416705598866653,0.7187898720952247
225,0,0.7306331930914391,0.7339847503982097
226,0,0.749951269728324,0.7071756928397298
227,0,0.7461314219951292,0.7125567738852406
228,0,0.751996275467463,0.704277962927333
229,0,0.7535864187802618,0.7020164972701686
230,0,0.7522457680120538,0.7039236208395714
231,0,0.7571439898116918,0.6969304272139485
232,0,0.7666090008632056,0.6832144599418171
233,0,0.76551212011361,0.6848180486616722
234,0,0.7731295757899035,0.6736028862914655
235,0,0.7930231853537933,0.6433922825869249
236,0,0.7975109392701164,0.6363789134311154
237,0,0.7997773413394068,0.6328074883573885
237,1,0.2726886708951364,1.2060773848347075
238,0,0.8149775331256421,0.6083131872224339
239,0,0.8279530614097215,0.5865951561175368
240,0,0.790099041247686,0.6479212278546119
241,0,0.7979526869883827,0.6356843761043957
242,0,0.7956262940645943,0.63933356854682
243,0,0.8097834091159665,0.6167926570315726
244,0,0.8623673802609504,0.5246572590540415
245,0,0.8578146819383442,0.5332641335429487
246,0,0.8107741512299037,0.6151842793344063
247,0,0.9026782546428485,0.44118419136943604
248,0,0.9083801370212288,0.4280650954674335
249,0,0.8407555176008732,0.5643482655224995
250,0,0.9031494190670395,0.44011494165265663
251,0,0.8745410484383432,0.5009170621203812
252,0,0.9116508744176113,0.4203549109559413
253,0,0.9005590754505334,0.4459617125930579
254,0,0.9307016772600197,0.3722857041036637
255,0,0.8751344847913767,0.4997309580336672
256,0,0.8948945523563488,0.45848761737619725
257,0,0.8988636537350806,0.44974736522834563
258,0,0.9033790617076703,0.43959285320016256
259,0,0.9071412712817358,0.4309494836248541
260,0,0.9173289474059881,0.40662280455973376
261,0,0.8750784606902681,0.49984305398741313
262,0,0.9060131061259061,0.4335594396944759
263,0,0.9178015336786305,0.40545891609722834
264,0,0.9236251684396519,0.3908320139403837
265,0,0.933151190106599,0.3656468511922425
266,0,0.9384605680743962,0.35082597374083885
267,0,0.9409529865327637,0.3436481149875157
268,0,0.9427670639768293,0.3383280538860789
269,0,0.9381067018191942,0.35183319394510193
270,0,0.9392197629987746,0.34865523659117903
271,0,0.9330419133806552,0.3659455878114806
